date,i_m1sum,i_temp3
2022-01-03 21:45:00,-0.6549058279375669,211.0
2022-01-03 22:00:00,-0.6549058279375669,212.0
2022-01-03 22:15:00,-0.6549058279375669,212.0
2022-01-03 22:30:00,-0.6549058279375669,212.0
2022-01-03 22:45:00,-0.6549058279375669,213.0
2022-01-03 23:00:00,-0.6549058279375669,213.0
2022-01-03 23:15:00,-0.6549058279375669,213.0
2022-01-03 23:45:00,-0.6549058279375669,213.0
2022-01-04 00:00:00,-0.6549058279375669,213.0
2022-01-04 00:15:00,-0.6549058279375669,214.0
2022-01-04 00:30:00,-0.6549058279375669,215.0
2022-01-04 00:45:00,-0.6549058279375669,215.0
2022-01-04 01:00:00,-0.6549058279375669,215.0
2022-01-04 01:15:00,-0.6549058279375669,216.0
2022-01-04 01:30:00,-0.6549058279375669,216.0
2022-01-04 01:45:00,-0.6549058279375669,217.0
2022-01-04 02:15:00,-0.6549058279375669,217.0
2022-01-04 02:30:00,-0.6549058279375669,218.0
2022-01-04 02:45:00,-0.6549058279375669,218.0
2022-01-04 03:00:00,-0.6549058279375669,219.0
2022-01-04 03:15:00,-0.6549058279375669,220.0
2022-01-04 03:30:00,-0.6549058279375669,220.0
2022-01-04 03:45:00,-0.6549058279375669,220.0
2022-01-04 04:00:00,-0.6549058279375669,221.0
2022-01-04 04:15:00,-0.6549058279375669,221.0
2022-01-04 04:30:00,-0.6549058279375669,221.0
2022-01-04 04:45:00,-0.6549058279375669,221.0
2022-01-04 05:00:00,-0.6549058279375669,222.0
2022-01-04 05:15:00,-0.6549058279375669,223.0
2022-01-04 05:30:00,-0.6549058279375669,223.0
2022-01-04 05:45:00,-0.6549058279375669,223.0
2022-01-04 06:00:00,-0.6549058279375669,223.0
2022-01-04 06:15:00,-0.6549058279375669,224.0
2022-01-04 06:30:00,-0.6549058279375669,225.0
2022-01-04 06:45:00,-0.6549058279375669,225.0
2022-01-04 07:00:00,-0.6549058279375669,225.0
2022-01-04 07:15:00,-0.6549058279375669,225.0
2022-01-04 07:30:00,-0.648301346542163,225.0
2022-01-04 07:45:00,-0.5574897273553598,221.0
2022-01-04 08:00:00,-0.5327229221225953,219.0
2022-01-04 08:15:00,-0.49309603375017214,219.0
2022-01-04 08:30:00,-0.4303534604938354,219.0
2022-01-04 08:45:00,-0.41714449770302764,220.0
2022-01-04 09:00:00,-0.4419113029357921,220.0
2022-01-04 09:15:00,-0.3659597668886477,220.0
2022-01-04 09:30:00,-0.36100640584209476,219.0
2022-01-04 09:45:00,-0.398982173865667,142.0
2022-01-04 10:00:00,-0.42870234014498443,91.0
2022-01-04 10:15:00,-0.37091312793520054,90.0
2022-01-04 10:30:00,-0.4303534604938354,91.0
2022-01-04 10:45:00,-0.4567713860754508,92.0
2022-01-04 11:00:00,-0.48979379305247017,92.0
2022-01-04 11:15:00,-0.48484043200591725,93.0
2022-01-04 11:30:00,-0.47658483026166243,93.0
2022-01-04 11:45:00,-0.42209785874958056,94.0
2022-01-04 12:00:00,-0.3742153686329025,95.0
2022-01-04 12:15:00,-0.21570781514320966,95.0
2022-01-04 12:30:00,-0.0390379378161562,96.0
2022-01-04 12:45:00,-0.05720026165351684,104.0
2022-01-04 13:00:00,-0.06710698374662263,113.0
2022-01-04 13:15:00,0.005542311602819905,123.0
2022-01-04 13:30:00,-0.23221901863171934,132.0
2022-01-04 13:45:00,-0.21735893549206065,138.0
2022-01-04 14:00:00,-0.35770416514439285,139.0
2022-01-04 14:15:00,-0.5096072372386817,140.0
2022-01-04 14:30:00,-0.4732825895639605,141.0
2022-01-04 14:45:00,-0.5624430884019127,141.0
2022-01-04 15:00:00,-0.6185811802628456,142.0
2022-01-04 15:15:00,-0.6383946244490573,142.0
2022-01-04 15:30:00,-0.648301346542163,143.0
2022-01-04 15:45:00,-0.6516035872398649,143.0
2022-01-04 16:00:00,-0.6549058279375669,143.0
2022-01-04 16:15:00,-0.6549058279375669,144.0
2022-01-04 16:30:00,-0.6549058279375669,145.0
2022-01-04 16:45:00,-0.6549058279375669,145.0
2022-01-04 17:00:00,-0.6549058279375669,145.0
2022-01-04 17:15:00,-0.6549058279375669,145.0
2022-01-04 17:30:00,-0.6549058279375669,146.0
2022-01-04 17:45:00,-0.6549058279375669,146.0
2022-01-04 18:00:00,-0.6549058279375669,146.0
2022-01-04 18:15:00,-0.6549058279375669,146.0
2022-01-04 18:30:00,-0.6549058279375669,147.0
2022-01-04 18:45:00,-0.6549058279375669,148.0
2022-01-04 19:00:00,-0.6549058279375669,148.0
2022-01-04 19:15:00,-0.6549058279375669,148.0
2022-01-04 19:30:00,-0.6549058279375669,148.0
2022-01-04 19:45:00,-0.6549058279375669,148.0
2022-01-04 20:00:00,-0.6549058279375669,149.0
2022-01-04 20:15:00,-0.6549058279375669,149.0
2022-01-04 20:30:00,-0.6549058279375669,150.0
2022-01-04 20:45:00,-0.6549058279375669,150.0
2022-01-04 21:00:00,-0.6549058279375669,150.0
2022-01-04 21:15:00,-0.6549058279375669,150.0
2022-01-04 21:30:00,-0.6549058279375669,150.0
2022-01-04 21:45:00,-0.6549058279375669,150.0
2022-01-04 22:00:00,-0.6549058279375669,151.0
2022-01-04 22:15:00,-0.6549058279375669,151.0
2022-01-04 22:30:00,-0.6549058279375669,151.0
2022-01-04 22:45:00,-0.6549058279375669,151.0
2022-01-04 23:00:00,-0.6549058279375669,151.0
2022-01-04 23:15:00,-0.6549058279375669,151.0
2022-01-04 23:30:00,-0.6549058279375669,152.0
2022-01-04 23:45:00,-0.6549058279375669,152.0
2022-01-05 00:00:00,-0.6549058279375669,153.0
2022-01-05 00:15:00,-0.6549058279375669,153.0
2022-01-05 00:30:00,-0.6549058279375669,153.0
2022-01-05 00:45:00,-0.6549058279375669,153.0
2022-01-05 01:00:00,-0.6549058279375669,153.0
2022-01-05 01:15:00,-0.6549058279375669,153.0
2022-01-05 01:30:00,-0.6549058279375669,154.0
2022-01-05 01:45:00,-0.6549058279375669,154.0
2022-01-05 02:00:00,-0.6549058279375669,154.0
2022-01-05 02:15:00,-0.6549058279375669,155.0
2022-01-05 02:30:00,-0.6549058279375669,155.0
2022-01-05 02:45:00,-0.6549058279375669,155.0
2022-01-05 03:00:00,-0.6549058279375669,155.0
2022-01-05 03:15:00,-0.6549058279375669,155.0
2022-01-05 03:30:00,-0.6549058279375669,155.0
2022-01-05 03:45:00,-0.6549058279375669,156.0
2022-01-05 04:00:00,-0.6549058279375669,156.0
2022-01-05 04:15:00,-0.6549058279375669,156.0
2022-01-05 04:30:00,-0.6549058279375669,156.0
2022-01-05 04:45:00,-0.6549058279375669,156.0
2022-01-05 05:00:00,-0.6549058279375669,156.0
2022-01-05 05:15:00,-0.6549058279375669,157.0
2022-01-05 05:30:00,-0.6549058279375669,157.0
2022-01-05 05:45:00,-0.6549058279375669,157.0
2022-01-05 06:00:00,-0.6549058279375669,158.0
2022-01-05 06:15:00,-0.6549058279375669,158.0
2022-01-05 06:30:00,-0.6549058279375669,158.0
2022-01-05 06:45:00,-0.6516035872398649,158.0
2022-01-05 07:00:00,-0.648301346542163,158.0
2022-01-05 07:15:00,-0.646650226193312,159.0
2022-01-05 07:30:00,-0.6350923837513552,159.0
2022-01-05 07:45:00,-0.6053722174720378,159.0
2022-01-05 08:00:00,-0.6103255785185908,159.0
2022-01-05 08:15:00,-0.6020699767743359,160.0
2022-01-05 08:30:00,-0.5921632546812301,160.0
2022-01-05 08:45:00,-0.5740009308438695,160.0
2022-01-05 09:00:00,-0.545931884913403,160.0
2022-01-05 09:15:00,-0.5294206814248934,160.0
2022-01-05 09:30:00,-0.5145605982852347,160.0
2022-01-05 09:45:00,-0.501351635494427,161.0
2022-01-05 10:00:00,-0.501351635494427,161.0
2022-01-05 10:15:00,-0.45181802502889795,161.0
