month,day,hour,weekday,minute,i_m1sum,power_consumption
1,2,4,6,45,-0.6548843795548156,48.0
1,2,5,6,0,-0.6548843795548156,35.0
1,2,5,6,15,-0.6548843795548156,46.0
1,2,5,6,30,-0.6548843795548156,37.0
1,2,5,6,45,-0.6548843795548156,36.0
1,2,6,6,0,-0.6548843795548156,42.0
1,2,6,6,15,-0.6548843795548156,52.0
1,2,6,6,30,-0.6548843795548156,43.0
1,2,6,6,45,-0.6548843795548156,41.0
1,2,7,6,0,-0.6548843795548156,35.0
1,2,7,6,15,-0.6482798117048534,70.0
1,2,7,6,30,-0.5805829912427398,74.0
1,2,7,6,45,-0.5244441645180603,91.0
1,2,8,6,0,-0.4666541958308902,169.0
1,2,8,6,15,-0.3956550914437955,261.0
1,2,8,6,30,-0.32960941294417256,315.0
1,2,8,6,45,-0.20247148183239838,489.0
1,2,9,6,0,0.15912860795303727,926.0
1,2,9,6,15,0.01382811525386678,736.0
1,2,9,6,30,-0.1133098158579074,592.0
1,2,9,6,45,-0.1578906488451529,489.0
1,2,10,6,0,-0.048915279320775024,146.0
1,2,10,6,15,-0.043961853433303305,599.0
1,2,10,6,30,0.6891451779125115,1121.0
1,2,10,6,45,0.8592128000490407,923.0
1,2,11,6,0,1.179534340772212,225.0
1,2,11,6,15,0.5289844075509258,1065.0
1,2,11,6,30,0.7122611653873795,1407.0
1,2,11,6,45,0.47614786475122745,1128.0
1,2,12,6,0,0.9995598668607395,197.0
1,2,12,6,15,1.0656055453603623,126.0
1,2,12,6,30,0.28956882298979264,300.0
1,2,12,6,45,0.3523122175644344,120.0
1,2,13,6,0,0.04685095450367826,82.0
1,2,13,6,15,0.010525831328885633,92.0
1,2,13,6,30,-0.2850285799569271,37.0
1,2,13,6,45,-0.31144685135677624,117.0
1,2,14,6,0,-0.3708879620064369,53.0
1,2,14,6,15,-0.45344506013096564,95.0
1,2,14,6,30,-0.5079327448931545,44.0
1,2,14,6,45,-0.5772807073177586,42.0
1,2,15,6,0,-0.595443268905155,19.0
1,2,15,6,15,-0.6235126822674947,0.0
1,2,15,6,30,-0.6433263858173817,0.0
1,2,15,6,45,-0.6499309536673439,0.0
1,2,16,6,0,-0.6548843795548156,0.0
1,2,16,6,15,-0.6548843795548156,0.0
1,2,16,6,30,-0.6548843795548156,0.0
1,2,16,6,45,-0.6548843795548156,0.0
1,2,17,6,0,-0.6548843795548156,0.0
1,2,17,6,15,-0.6548843795548156,0.0
1,2,17,6,30,-0.6548843795548156,0.0
1,2,17,6,45,-0.6548843795548156,0.0
1,2,18,6,0,-0.6548843795548156,0.0
1,2,18,6,15,-0.6548843795548156,0.0
1,2,18,6,30,-0.6548843795548156,0.0
1,2,18,6,45,-0.6548843795548156,0.0
1,2,19,6,0,-0.6548843795548156,0.0
1,2,19,6,15,-0.6548843795548156,0.0
1,2,19,6,30,-0.6548843795548156,0.0
1,2,19,6,45,-0.6548843795548156,0.0
1,2,20,6,0,-0.6548843795548156,0.0
1,2,20,6,15,-0.6548843795548156,0.0
1,2,20,6,30,-0.6548843795548156,0.0
1,2,20,6,45,-0.6548843795548156,0.0
1,2,21,6,0,-0.6548843795548156,0.0
1,2,21,6,15,-0.6548843795548156,0.0
1,2,21,6,30,-0.6548843795548156,0.0
1,2,21,6,45,-0.6548843795548156,0.0
1,2,22,6,0,-0.6548843795548156,0.0
1,2,22,6,15,-0.6548843795548156,0.0
1,2,22,6,30,-0.6548843795548156,0.0
1,2,22,6,45,-0.6548843795548156,0.0
1,2,23,6,0,-0.6548843795548156,0.0
1,2,23,6,15,-0.6548843795548156,0.0
1,2,23,6,30,-0.6548843795548156,0.0
1,2,23,6,45,-0.6548843795548156,0.0
1,3,0,0,0,-0.6548843795548156,0.0
1,3,0,0,15,-0.6548843795548156,0.0
1,3,0,0,30,-0.6548843795548156,0.0
1,3,0,0,45,-0.6548843795548156,0.0
1,3,1,0,0,-0.6548843795548156,0.0
1,3,1,0,15,-0.6548843795548156,0.0
1,3,1,0,30,-0.6548843795548156,0.0
1,3,1,0,45,-0.6548843795548156,0.0
1,3,2,0,0,-0.6548843795548156,0.0
1,3,2,0,15,-0.6548843795548156,0.0
1,3,2,0,30,-0.6548843795548156,0.0
1,3,2,0,45,-0.6548843795548156,0.0
1,3,3,0,0,-0.6548843795548156,0.0
