date,i_m1sum,i_power,i_temp1,i_temp2,i_temp3
2022-01-01 00:15:00,-0.6549058279375669,-0.3408582622443564,0.10683109147971068,0.4120923651573879,-0.7084722016851237
2022-01-01 00:30:00,-0.6549058279375669,-0.3702940584937562,0.08390500829602549,0.39538071052763823,-0.741143811970923
2022-01-01 00:45:00,-0.6549058279375669,-0.3702940584937562,0.0609789251123403,0.3703132285830138,-0.7999527104853618
2022-01-01 01:00:00,-0.6549058279375669,-0.3702940584937562,0.03805284192865511,0.35360157395326414,-0.7999527104853618
2022-01-01 01:15:00,-0.6549058279375669,-0.3702940584937562,0.01512675874496992,0.3452457466383893,-0.7934183884282019
2022-01-01 01:30:00,-0.6549058279375669,-0.3702940584937562,-0.00779932443871527,0.33688991932351453,-0.7934183884282019
2022-01-01 01:45:00,-0.6549058279375669,-0.3702940584937562,-0.03072540762240046,0.32017826469376487,-0.7934183884282019
2022-01-01 02:00:00,-0.6549058279375669,-0.3702940584937562,-0.053651490806085646,0.31182243737889004,-0.786884066371042
2022-01-01 02:15:00,-0.6549058279375669,-0.3702940584937562,-0.053651490806085646,0.3034666100640152,-0.786884066371042
2022-01-01 02:30:00,-0.6549058279375669,-0.3702940584937562,-0.09950365717345602,0.29511078274914043,-0.786884066371042
2022-01-01 02:45:00,-0.6549058279375669,-0.3702940584937562,-0.12242974035714121,0.27839912811939077,-0.7803497443138822
2022-01-01 03:00:00,-0.6549058279375669,-0.3702940584937562,-0.1453558235408264,0.27004330080451594,-0.7738154222567223
2022-01-01 03:15:00,-0.6549058279375669,-0.3702940584937562,-0.1682819067245116,0.2616874734896411,-0.7738154222567223
2022-01-01 03:30:00,-0.6549058279375669,-0.3702940584937562,-0.1682819067245116,0.25333164617476633,-0.7738154222567223
2022-01-01 03:45:00,-0.6549058279375669,-0.3702940584937562,-0.1912079899081968,0.22826416423014187,-0.7999527104853618
2022-01-01 04:00:00,-0.6549058279375669,-0.3702940584937562,-0.23706015627556717,0.19484085497064257,-0.8522272869426405
2022-01-01 04:15:00,-0.6549058279375669,-0.3702940584937562,-0.25998623945925237,0.17812920034089294,-0.8718302531141201
2022-01-01 04:30:00,-0.6549058279375669,-0.3702940584937562,-0.25998623945925237,0.1614175457111433,-0.8718302531141201
2022-01-01 04:45:00,-0.6549058279375669,-0.3702940584937562,-0.28291232264293753,0.1530617183962685,-0.8718302531141201
2022-01-01 05:00:00,-0.6549058279375669,-0.3702940584937562,-0.30583840582662275,0.14470589108139367,-0.8652959310569602
2022-01-01 05:15:00,-0.6549058279375669,-0.3702940584937562,-0.3287644890103079,0.13635006376651884,-0.8587616089998004
2022-01-01 05:30:00,-0.6549058279375669,-0.3702940584937562,-0.35169057219399313,0.11963840913676922,-0.8587616089998004
2022-01-01 05:45:00,-0.6549058279375669,-0.3702940584937562,-0.3746166553776783,0.11128258182189439,-0.8522272869426405
2022-01-01 06:00:00,-0.6549058279375669,-0.3702940584937562,-0.3746166553776783,0.10292675450701957,-0.8522272869426405
2022-01-01 06:15:00,-0.6549058279375669,-0.3702940584937562,-0.3975427385613635,0.08621509987726994,-0.8522272869426405
2022-01-01 06:30:00,-0.6549058279375669,-0.3702940584937562,-0.4204688217450487,0.07785927256239512,-0.8456929648854807
2022-01-01 06:45:00,-0.648301346542163,-0.3702940584937562,-0.44339490492873385,0.0695034452475203,-0.8456929648854807
2022-01-01 07:00:00,-0.6400457447979082,-0.3702940584937562,-0.46632098811241907,0.06114761793264548,-0.8391586428283209
2022-01-01 07:15:00,-0.6301390227048024,-0.3702940584937562,-0.48924707129610423,0.04443596330289585,-0.8391586428283209
2022-01-01 07:30:00,-0.6152789395651437,-0.3702940584937562,-0.5121731544797894,0.036080135988021025,-0.8391586428283209
2022-01-01 07:45:00,-0.6152789395651437,-0.3702940584937562,-0.5350992376634747,-0.005699000586353066,-0.9045018633999193
2022-01-01 08:00:00,-0.5839076529369753,-0.3702940584937562,-0.5580253208471598,-0.030766482530977524,-0.9110361854570792
2022-01-01 08:15:00,-0.5178628389829366,-0.3702940584937562,-0.5580253208471598,-0.03912230984585234,-0.9110361854570792
2022-01-01 08:30:00,-0.4435624232846431,-0.3702940584937562,-0.6038774872145302,-0.05583396447560198,-0.9045018633999193
2022-01-01 08:45:00,-0.3841220907260083,-0.3702940584937562,-0.6038774872145302,-0.06418979179047679,-0.9175705075142391
2022-01-01 09:00:00,-0.44026018258694116,-0.3702940584937562,-0.6268035703982154,-0.07254561910535162,-0.9110361854570792
2022-01-01 09:15:00,-0.4419113029357921,-0.3702940584937562,-0.6497296535819006,-0.08925727373510126,-0.9110361854570792
2022-01-01 09:30:00,-0.40558665526107085,-0.3187814150573065,-0.6726557367655858,-0.09761310104997607,-0.8979675413427596
2022-01-01 09:45:00,-0.3098216750277148,-0.34821721130670635,-0.6955818199492709,-0.13103641030947535,-0.924104829571399
2022-01-01 10:00:00,-0.18103428781733935,-0.3702940584937562,-0.7185079031329561,-0.147748064939225,-0.924104829571399
2022-01-01 10:15:00,0.38860223253624426,1.0279062633527345,-0.7414339863166414,-0.1561038922540998,-0.7476781340280829
2022-01-01 10:30:00,0.9334719476570633,1.4473663599066817,-0.7414339863166414,-0.1978830288284739,-0.40135906499861057
2022-01-01 10:45:00,1.1877444813801123,0.28465240805538944,-0.7643600695003265,-0.20623885614334872,-0.3229472003126923
2022-01-01 11:00:00,1.1200485470772226,1.7417243224006798,-0.7872861526840117,-0.08925727373510126,0.22593585248873546
